id,name,url,ESG,E,S,G
4283,SkyWay,https://icomarks.com/ico/SkyWay,0.0,0.0,0.0,0.0
4284,SLOGN Logistics,https://icomarks.com/ico/SLOGN-Logistics,0.008,0.0,0.006,0.002
4285,SmartHealthcare,https://icomarks.com/ico/SmartHealthcare,0.008,0.0,0.006,0.002
4286,SmartInsurProtocol,https://icomarks.com/ico/SmartInsurProtocol,0.01,0.0,0.004,0.006
4287,SMRT,https://icomarks.com/ico/SMRT,0.006,0.0,0.0,0.006
4288,SocialMedia.Market,https://icomarks.com/ico/SocialMedia.Market,,,,
4289,SP Estate,https://icomarks.com/ico/SP-Estate,0.01,0.0,0.004,0.006
4290,SportyFi,https://icomarks.com/ico/SportyFi,0.0,0.0,0.0,0.0
4291,Sprtshub,https://icomarks.com/ico/Sprtshub,0.008,0.0,0.004,0.004
4292,Stabilise,https://icomarks.com/ico/Stabilise,0.004,0.0,0.0,0.004
4293,Staramba,https://icomarks.com/ico/Staramba,0.006,0.0,0.004,0.002
4294,Stash,https://icomarks.com/ico/Stash,0.004,0.0,0.002,0.002
4295,StasyQ,https://icomarks.com/ico/StasyQ,0.0,0.0,0.0,0.0
4297,STK,https://icomarks.com/ico/STK,0.002,0.0,0.002,0.0
4298,StockBlock,https://icomarks.com/ico/StockBlock,0.002,0.0,0.0,0.002
4299,Stream41,https://icomarks.com/ico/Stream41,0.002,0.0,0.002,0.0
4300,STYRAS,https://icomarks.com/ico/STYRAS,0.015,0.0,0.013,0.002
4302,Support Chain,https://icomarks.com/ico/Support-Chain,0.0,0.0,0.0,0.0
4303,Surveychain,https://icomarks.com/ico/Surveychain,0.002,0.0,0.0,0.002
4305,Synapse,https://icomarks.com/ico/Synapse,0.014,0.0,0.009,0.006
4306,TaxiCash,https://icomarks.com/ico/TaxiCash,0.006,0.0,0.004,0.002
