id;name;país;category; Ano ;ESG;E;S;G; Raised ; EPI ; CO2_E ; CO2_pc ; E_RNEW ; EnvironmentalTaxesgdp ; WUI ; PolStab ; VoiceandAccountability ; GovernmentEffectiveness ; RegulatoryQuality ; RuleofLaw ; ControlofCorruption ; Easeofdoingbusiness ; GDPUSD ; GDPpc ; Consumerprice ; Reservas ; Exchanderate ; Giniindex ; Bankcapital ; nonperformingloans ; Payingtax ; Unemployment ; IDH 
1456;Ternio;United States;Entretenimento & Mídia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 3.000.000,00 ; 84,72 ; 4.819.365,10 ; 14,82 ; 9,92 ; 0,74 ; 0,04 ; 0,29 ; 1,01 ; 1,55 ; 1,63 ; 1,64 ; 1,38 ; 83,60 ; 19.477.400,00 ; 59.907,75 ; 2,13 ; 125.206,56 ; 1,00 ; 41,20 ; 11,65 ; 1,13 ; 44,00 ; 4,36 ; 0,93 
1457;TriipMiles;Singapore;Logística & Transporte; 2.019 ;0,000 ;0,000 ;0,000 ;0,000 ; 700.000,00 ; 87,04 ; 47.324,20 ; 8,43 ; 0,70 ; 0,27 ; 0,12 ; 1,62 ;-0,17 ; 2,21 ; 2,11 ; 1,82 ; 2,13 ; 85,40 ; 343.357,49 ; 61.164,90 ; 0,57 ; 371.487,40 ; 1,38 ; -   ; 9,18 ; 1,40 ; 19,10 ; 4,20 ; 0,94 
1461;Auctus;British Virgin Islands;Finanças & Economia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 3.770.005,00 ; -   ; -   ; -   ; 1,15 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
1464;Cura Network;Nigeria;Saúde & Bem-Estar; 2.019 ;0,000 ;0,000 ;0,000 ;0,000 ; 500.000,00 ; 58,27 ; 108.481,20 ; 0,56 ; 82,32 ; 0,02 ; 0,08 ;-2,00 ;-0,34 ;-1,02 ;-0,90 ;-0,87 ;-1,08 ; 48,50 ; 344.439,22 ; 1.941,88 ; 16,50 ; -   ; 334,04 ; -   ; 5,68 ; 14,81 ; 34,90 ; 4,73 ; 0,53 
1465;DeStream;Estonia;Entretenimento & Mídia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 5.600.000,00 ; 88,59 ; 16.773,50 ; 12,73 ; 27,52 ; 2,87 ; -   ; 0,65 ; 1,21 ; 1,11 ; 1,64 ; 1,28 ; 1,24 ; 80,70 ; 26.905,55 ; 20.437,77 ; 3,41 ; 341,43 ; 13,88 ; 30,40 ; 12,77 ; 0,70 ; 48,50 ; 5,81 ; 0,89 
1468;INLOCK;Estonia;Finanças & Economia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 11.250.000,00 ; 88,59 ; 16.773,50 ; 12,73 ; 27,52 ; 2,87 ; -   ; 0,65 ; 1,21 ; 1,11 ; 1,64 ; 1,28 ; 1,24 ; 80,70 ; 26.905,55 ; 20.437,77 ; 3,41 ; 341,43 ; 13,88 ; 30,40 ; 12,77 ; 0,70 ; 48,50 ; 5,81 ; 0,89 
1470;IQeon;Estonia;Entretenimento & Mídia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 1.564.307,00 ; 88,59 ; 16.773,50 ; 12,73 ; 27,52 ; 2,87 ; -   ; 0,65 ; 1,21 ; 1,11 ; 1,64 ; 1,28 ; 1,24 ; 80,70 ; 26.905,55 ; 20.437,77 ; 3,41 ; 341,43 ; 13,88 ; 30,40 ; 12,77 ; 0,70 ; 48,50 ; 5,81 ; 0,89 
1473;Mega X;Singapore;Finanças & Economia; 2.017 ;0,000 ;0,000 ;0,000 ;0,000 ; 2.474.160,00 ; 87,04 ; 47.324,20 ; 8,43 ; 0,70 ; 0,27 ; 0,12 ; 1,62 ;-0,17 ; 2,21 ; 2,11 ; 1,82 ; 2,13 ; 85,40 ; 343.357,49 ; 61.164,90 ; 0,57 ; 371.487,40 ; 1,38 ; -   ; 9,18 ; 1,40 ; 19,10 ; 4,20 ; 0,94 
1477;moolyacoin;Estonia;Finanças & Economia; 2.018 ;0,01;0,000 ;0,006 ;0,004 ; 25.000.000,00 ; 88,59 ; 16.773,50 ; 12,73 ; 27,52 ; 2,87 ; -   ; 0,65 ; 1,21 ; 1,11 ; 1,64 ; 1,28 ; 1,24 ; 80,70 ; 26.905,55 ; 20.437,77 ; 3,41 ; 341,43 ; 13,88 ; 30,40 ; 12,77 ; 0,70 ; 48,50 ; 5,81 ; 0,89 
1478;Ojooo;Germany;Entretenimento & Mídia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 7.500.000,00 ; 84,26 ; 732.204,20 ; 8,86 ; 15,22 ; 1,62 ; 0,13 ; 0,59 ; 1,43 ; 1,65 ; 1,78 ; 1,60 ; 1,84 ; 79,60 ; 3.697.221,31 ; 44.652,59 ; 1,45 ; 64.443,26 ; 1,73 ; 31,90 ; 6,33 ; 1,50 ; 48,90 ; 3,75 ; 0,94 
1480;Quantocoin;Gibraltar;Finanças & Economia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 9.803.700,00 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
1481;Sapien;United States;Entretenimento & Mídia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 10.501.153,00 ; 84,72 ; 4.819.365,10 ; 14,82 ; 9,92 ; 0,74 ; 0,04 ; 0,29 ; 1,01 ; 1,55 ; 1,63 ; 1,64 ; 1,38 ; 83,60 ; 19.477.400,00 ; 59.907,75 ; 2,13 ; 125.206,56 ; 1,00 ; 41,20 ; 11,65 ; 1,13 ; 44,00 ; 4,36 ; 0,93 
1482;SIX.Network;Thailand;Tecnologia & Inovação; 2.018 ;0,021 ;0,000 ;0,013 ;0,008 ; 42.000.000,00 ; 69,54 ; 267.137,10 ; 3,77 ; 22,25 ; 2,52 ; 0,04 ;-0,75 ;-1,05 ; 0,30 ; 0,02 ; 0,03 ;-0,42 ; 72,80 ; 456.743,43 ; 6.436,79 ; 0,67 ; 202.562,30 ; 33,92 ; 36,50 ; 10,73 ; 3,07 ; 29,60 ; 0,83 ; 0,80 
1483;Smart Valor;Switzerland;Finanças & Economia; 2.019 ;0,016 ;0,000 ;0,006 ;0,010 ; 5.882.520,00 ; 86,93 ; 38.699,00 ; 4,58 ; 24,99 ; 1,41 ; 0,03 ; 1,26 ; 1,56 ; 2,05 ; 1,88 ; 1,92 ; 1,98 ; 76,40 ; 695.787,24 ; 82.254,38 ; 0,53 ; 769.367,66 ; 0,98 ; 32,70 ; 8,02 ; 0,64 ; 28,80 ; 4,80 ; 0,96 
1484;Streamity;Singapore;Finanças & Economia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 4.200.000,00 ; 87,04 ; 47.324,20 ; 8,43 ; 0,70 ; 0,27 ; 0,12 ; 1,62 ;-0,17 ; 2,21 ; 2,11 ; 1,82 ; 2,13 ; 85,40 ; 343.357,49 ; 61.164,90 ; 0,57 ; 371.487,40 ; 1,38 ; -   ; 9,18 ; 1,40 ; 19,10 ; 4,20 ; 0,94 
1485;Tokpie;Hong Kong SAR, China;Finanças & Economia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 11.861,00 ; 65,10 ; -   ; -   ; 0,20 ; -   ; 0,11 ; 0,83 ; 0,43 ; 1,90 ; 2,16 ; 1,71 ; 1,61 ; 84,80 ; 341.223,61 ; 46.160,43 ; 1,48 ; 431.370,00 ; 7,79 ; -   ; 9,83 ; 0,67 ; 22,90 ; 3,12 ; -   
1487;Ubex;Switzerland;Entretenimento & Mídia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 5.170.071,00 ; 86,93 ; 38.699,00 ; 4,58 ; 24,99 ; 1,41 ; 0,03 ; 1,26 ; 1,56 ; 2,05 ; 1,88 ; 1,92 ; 1,98 ; 76,40 ; 695.787,24 ; 82.254,38 ; 0,53 ; 769.367,66 ; 0,98 ; 32,70 ; 8,02 ; 0,64 ; 28,80 ; 4,80 ; 0,96 
1488;Volentix;Georgia;Finanças & Economia; 2.019 ;0,004 ;0,000 ;0,002 ;0,002 ; 15.489.322,00 ; 64,96 ; 9.907,10 ; 2,66 ; 27,52 ; 1,49 ; 0,04 ;-0,37 ; 0,26 ; 0,52 ; 0,96 ; 0,28 ; 0,79 ; 80,80 ; 16.261,10 ; 4.356,93 ; 6,03 ; 3.039,26 ; 2,51 ; 37,90 ; 12,82 ; 2,78 ; 16,40 ; 13,94 ; 0,80 
1490;WPP;Switzerland;Entretenimento & Mídia; 2.018 ;0,016;0,014;0,002;0,000 ; 59.780.000,00 ; 86,93 ; 38.699,00 ; 4,58 ; 24,99 ; 1,41 ; 0,03 ; 1,26 ; 1,56 ; 2,05 ; 1,88 ; 1,92 ; 1,98 ; 76,40 ; 695.787,24 ; 82.254,38 ; 0,53 ; 769.367,66 ; 0,98 ; 32,70 ; 8,02 ; 0,64 ; 28,80 ; 4,80 ; 0,96 
1491;Beaxy Exchange;St. Kitts and Nevis;Finanças & Economia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 3.000.000,00 ; -   ; 243,00 ; 5,09 ; 1,28 ; 0,71 ; -   ; 0,65 ; 1,00 ; 0,56 ; 0,55 ; 0,53 ; 0,50 ; 54,40 ; -   ; 22.160,60 ; 0,70 ; 365,10 ; 2,70 ; -   ; -   ; -   ; 49,70 ; -   ; -   
1492;BitScreener;Singapore;Tecnologia & Inovação; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 6.910.800,00 ; 87,04 ; 47.324,20 ; 8,43 ; 0,70 ; 0,27 ; 0,12 ; 1,62 ;-0,17 ; 2,21 ; 2,11 ; 1,82 ; 2,13 ; 85,40 ; 343.357,49 ; 61.164,90 ; 0,57 ; 371.487,40 ; 1,38 ; -   ; 9,18 ; 1,40 ; 19,10 ; 4,20 ; 0,94 
1493;BitSong;Malta;Entretenimento & Mídia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 380.000,00 ; 88,48 ; 1.521,20 ; 3,25 ; 7,27 ; 2,54 ; -   ; 1,25 ; 1,17 ; 1,00 ; 1,28 ; 1,14 ; 0,74 ; 64,80 ; 13.489,13 ; 28.823,35 ; 1,36 ; 829,29 ; 0,38 ; 29,20 ; 8,52 ; 4,07 ; 43,80 ; 4,00 ; 0,91 
1495;Cappasity;Cayman Islands;Tecnologia & Inovação; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 2.301.451,00 ; -   ; -   ; -   ; 0,01 ; -   ; -   ; 1,19 ; 0,49 ; 1,22 ; 0,75 ; 0,77 ; 0,52 ; -   ; -   ; 81.255,11 ; -   ; -   ; 0,83 ; -   ; -   ; -   ; -   ; -   ; -   
1496;Dacxi;Singapore;Finanças & Economia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 3.000.000,00 ; 87,04 ; 47.324,20 ; 8,43 ; 0,70 ; 0,27 ; 0,12 ; 1,62 ;-0,17 ; 2,21 ; 2,11 ; 1,82 ; 2,13 ; 85,40 ; 343.357,49 ; 61.164,90 ; 0,57 ; 371.487,40 ; 1,38 ; -   ; 9,18 ; 1,40 ; 19,10 ; 4,20 ; 0,94 
1498;Etherisc;Switzerland;Finanças & Economia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 3.644.240,00 ; 86,93 ; 38.699,00 ; 4,58 ; 24,99 ; 1,41 ; 0,03 ; 1,26 ; 1,56 ; 2,05 ; 1,88 ; 1,92 ; 1,98 ; 76,40 ; 695.787,24 ; 82.254,38 ; 0,53 ; 769.367,66 ; 0,98 ; 32,70 ; 8,02 ; 0,64 ; 28,80 ; 4,80 ; 0,96 
1502;Kind Ads System;Panama;Entretenimento & Mídia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 20.000.000,00 ; 78,00 ; 10.136,40 ; 2,47 ; 23,60 ; 0,60 ; 0,11 ; 0,39 ; 0,52 ; 0,06 ; 0,44 ; 0,03 ;-0,59 ; 64,70 ; -   ; 15.185,97 ; 0,88 ; 2.703,34 ; 1,00 ; 49,90 ; 12,48 ; 1,42 ; 37,20 ; 5,39 ; 0,81 
1513;Sharpay;Belize;Finanças & Economia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 5.973.900,00 ; 73,55 ; 643,10 ; 1,72 ; 37,24 ; 0,12 ; -   ; 0,04 ; 0,57 ;-0,64 ;-0,54 ;-0,96 ;-0,28 ; 55,40 ; -   ; 6.100,99 ; 1,14 ; 312,14 ; 2,00 ; -   ; -   ; -   ; 31,10 ; 6,60 ; 0,71 
1515;Stacktical;France;Finanças & Economia; 2.019 ;0,000 ;0,000 ;0,000 ;0,000 ; 1.170.000,00 ; 88,20 ; 317.721,20 ; 4,75 ; 14,12 ; 2,42 ; 0,05 ; 0,28 ; 1,15 ; 1,34 ; 1,15 ; 1,43 ; 1,26 ; 76,30 ; 2.598.768,09 ; 38.781,05 ; 1,03 ; 58.710,33 ; 5,82 ; 31,60 ; 6,59 ; 3,12 ; 64,10 ; 9,41 ; 0,90 
1516;The 4th Pillar;Slovenia;Social & Comunidade; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 1.000.000,00 ; 88,98 ; 14.123,70 ; 6,83 ; 19,71 ; 4,43 ; 0,08 ; 0,87 ; 1,01 ; 1,17 ; 0,58 ; 1,02 ; 0,81 ; 75,40 ; 48.769,07 ; 23.514,03 ; 1,43 ; 880,53 ; 212,57 ; 24,20 ; -   ; 3,20 ; 31,00 ; 6,56 ; 0,92 
1518;Tixl;Germany;Tecnologia & Inovação; 2.019 ;0,000 ;0,000 ;0,000 ;0,000 ; 1.250.000,00 ; 84,26 ; 732.204,20 ; 8,86 ; 15,22 ; 1,62 ; 0,13 ; 0,59 ; 1,43 ; 1,65 ; 1,78 ; 1,60 ; 1,84 ; 79,60 ; 3.697.221,31 ; 44.652,59 ; 1,45 ; 64.443,26 ; 1,73 ; 31,90 ; 6,33 ; 1,50 ; 48,90 ; 3,75 ; 0,94 
1519;Tokenize Emblem;Singapore;Finanças & Economia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 3.486.300,00 ; 87,04 ; 47.324,20 ; 8,43 ; 0,70 ; 0,27 ; 0,12 ; 1,62 ;-0,17 ; 2,21 ; 2,11 ; 1,82 ; 2,13 ; 85,40 ; 343.357,49 ; 61.164,90 ; 0,57 ; 371.487,40 ; 1,38 ; -   ; 9,18 ; 1,40 ; 19,10 ; 4,20 ; 0,94 
1520;Unibright;Germany;Tecnologia & Inovação; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 12.604.551,00 ; 84,26 ; 732.204,20 ; 8,86 ; 15,22 ; 1,62 ; 0,13 ; 0,59 ; 1,43 ; 1,65 ; 1,78 ; 1,60 ; 1,84 ; 79,60 ; 3.697.221,31 ; 44.652,59 ; 1,45 ; 64.443,26 ; 1,73 ; 31,90 ; 6,33 ; 1,50 ; 48,90 ; 3,75 ; 0,94 
1521;XinFin;Singapore;Finanças & Economia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 15.000.000,00 ; 87,04 ; 47.324,20 ; 8,43 ; 0,70 ; 0,27 ; 0,12 ; 1,62 ;-0,17 ; 2,21 ; 2,11 ; 1,82 ; 2,13 ; 85,40 ; 343.357,49 ; 61.164,90 ; 0,57 ; 371.487,40 ; 1,38 ; -   ; 9,18 ; 1,40 ; 19,10 ; 4,20 ; 0,94 
1522;8Hours;Cayman Islands;Logística & Transporte; 2.019 ;0,000 ;0,000 ;0,000 ;0,000 ; 4.000.000,00 ; -   ; -   ; -   ; 0,01 ; -   ; -   ; 1,19 ; 0,49 ; 1,22 ; 0,75 ; 0,77 ; 0,52 ; -   ; -   ; 81.255,11 ; -   ; -   ; 0,83 ; -   ; -   ; -   ; -   ; -   ; -   
1525;Adbank;Canada;Entretenimento & Mídia; 2.018 ;0,004 ;0,000 ;0,002 ;0,002 ; 15.000.000,00 ; 85,06 ; 568.175,90 ; 15,55 ; 22,35 ; 1,33 ; 0,07 ; 1,10 ; 1,48 ; 1,85 ; 1,88 ; 1,79 ; 1,92 ; 79,50 ; 1.650.650,96 ; 45.129,43 ; 1,61 ; 86.677,67 ; 1,30 ; 33,30 ; 5,22 ; 0,45 ; 21,00 ; 6,34 ; 0,93 
1526;Adult X Token;Austria;Entretenimento & Mídia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 1.039.112,00 ; 86,64 ; 65.867,70 ; 7,49 ; 33,97 ; 2,53 ; 0,07 ; 1,05 ; 1,39 ; 1,50 ; 1,44 ; 1,83 ; 1,54 ; 78,90 ; 417.617,98 ; 47.429,16 ; 2,07 ; 10.344,89 ; 12,20 ; 29,70 ; 7,54 ; 2,37 ; 51,60 ; 5,50 ; 0,92 
1527;AgroTechFarm;Cyprus;Energia & Sustentabilidade; 2.018 ;0,004 ;0,000 ;0,004 ;0,000 ; 581.050,00 ; 80,24 ; 7.361,20 ; 6,09 ; 10,94 ; 3,01 ; -   ; 0,54 ; 1,06 ; 0,92 ; 1,03 ; 0,88 ; 0,78 ; 72,30 ; 22.958,33 ; 26.697,01 ; 0,54 ; 330,46 ; 0,52 ; 31,40 ; 9,04 ; 31,39 ; 24,20 ; 11,05 ; 0,89 
1528;AISI Coin;Georgia;Logística & Transporte; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 5.000.000,00 ; 64,96 ; 9.907,10 ; 2,66 ; 27,52 ; 1,49 ; 0,04 ;-0,37 ; 0,26 ; 0,52 ; 0,96 ; 0,28 ; 0,79 ; 80,80 ; 16.261,10 ; 4.356,93 ; 6,03 ; 3.039,26 ; 2,51 ; 37,90 ; 12,82 ; 2,78 ; 16,40 ; 13,94 ; 0,80 
1530;Amon;Gibraltar;Finanças & Economia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 1.332.600,00 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
1531;aQuest;Slovenia;Educação & Pesquisa; 2.019 ;0,000 ;0,000 ;0,000 ;0,000 ; 3.200.000,00 ; 88,98 ; 14.123,70 ; 6,83 ; 19,71 ; 4,43 ; 0,08 ; 0,87 ; 1,01 ; 1,17 ; 0,58 ; 1,02 ; 0,81 ; 75,40 ; 48.769,07 ; 23.514,03 ; 1,43 ; 880,53 ; 212,57 ; 24,20 ; -   ; 3,20 ; 31,00 ; 6,56 ; 0,92 
1532;ARROUND;Belize;Tecnologia & Inovação; 2.018 ;0,006 ;0,000 ;0,004 ;0,002 ; 30.000.000,00 ; 73,55 ; 643,10 ; 1,72 ; 37,24 ; 0,12 ; -   ; 0,04 ; 0,57 ;-0,64 ;-0,54 ;-0,96 ;-0,28 ; 55,40 ; -   ; 6.100,99 ; 1,14 ; 312,14 ; 2,00 ; -   ; -   ; -   ; 31,10 ; 6,60 ; 0,71 
1534;AutoBay;Argentina;Logística & Transporte; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 5.000.000,00 ; 79,84 ; 179.267,30 ; 4,07 ; 10,37 ; 1,32 ; 0,06 ; 0,17 ; 0,53 ; 0,16 ;-0,18 ;-0,22 ;-0,28 ; 57,20 ; 642.992,08 ; 14.613,04 ; -   ; -   ; 16,54 ; 41,10 ; 11,57 ; 1,83 ; 106,00 ; 8,35 ; 0,85 
1535;Beverage.cash;Montenegro;Comércio & Varejo; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 284.417,00 ; 61,33 ; 2.500,30 ; 4,02 ; 40,60 ; -   ; -   ; 0,04 ; 0,05 ; 0,12 ; 0,40 ; 0,02 ; 0,01 ; 73,80 ; -   ; 8.850,38 ; -   ; -   ; -   ; 36,80 ; -   ; -   ; 22,10 ; 15,19 ; 0,83 
1536;Bidooh;Gibraltar;Entretenimento & Mídia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 3.245.118,00 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
1537;BILLCRYPT;Gibraltar;Finanças & Economia; 2.020 ;0,013 ;0,000 ;0,011 ;0,002 ; 11.172.608,00 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
1538;BitCanna;Netherlands;Comércio & Varejo; 2.019 ;0,008 ;0,000 ;0,004 ;0,004 ; 14.000.000,00 ; 82,03 ; 155.710,90 ; 9,09 ; 6,39 ; 3,37 ; 0,06 ; 0,92 ; 1,50 ; 1,85 ; 2,05 ; 1,79 ; 1,78 ; 75,60 ; 835.104,94 ; 48.675,22 ; 1,39 ; 13.899,91 ; 1,95 ; 28,50 ; 6,08 ; 2,31 ; 40,40 ; 4,84 ; 0,94 
1540;Blockshipping GSCP;Denmark;Logística & Transporte; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 2.500.000,00 ; 89,21 ; 33.184,00 ; 5,76 ; 35,02 ; 3,66 ; 0,06 ; 0,87 ; 1,52 ; 1,78 ; 1,62 ; 1,84 ; 2,23 ; 84,60 ; 333.048,86 ; 57.610,10 ; 1,14 ; 72.579,57 ; 6,60 ; 28,70 ; 6,90 ; 2,29 ; 24,40 ; 5,83 ; 0,94 
1541;Bountie;Singapore;Entretenimento & Mídia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 1.600.000,00 ; 87,04 ; 47.324,20 ; 8,43 ; 0,70 ; 0,27 ; 0,12 ; 1,62 ;-0,17 ; 2,21 ; 2,11 ; 1,82 ; 2,13 ; 85,40 ; 343.357,49 ; 61.164,90 ; 0,57 ; 371.487,40 ; 1,38 ; -   ; 9,18 ; 1,40 ; 19,10 ; 4,20 ; 0,94 
1542;Brain Space;Russian Federation;Tecnologia & Inovação; 2.018 ;0,004 ;0,000 ;0,004 ;0,000 ; 20.140.000,00 ; 83,52 ; 1.594.550,30 ; 11,04 ; 3,25 ; -   ; 0,15 ;-0,64 ;-1,09 ;-0,15 ;-0,51 ;-0,83 ;-0,89 ; 75,30 ; 1.573.771,79 ; 10.720,33 ; 3,68 ; 432.742,20 ; 58,31 ; 37,20 ; 10,51 ; 10,00 ; 47,40 ; 5,21 ; 0,84 
1545;BTU Protocol;France;Energia & Sustentabilidade; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 5.500.000,00 ; 88,20 ; 317.721,20 ; 4,75 ; 14,12 ; 2,42 ; 0,05 ; 0,28 ; 1,15 ; 1,34 ; 1,15 ; 1,43 ; 1,26 ; 76,30 ; 2.598.768,09 ; 38.781,05 ; 1,03 ; 58.710,33 ; 5,82 ; 31,60 ; 6,59 ; 3,12 ; 64,10 ; 9,41 ; 0,90 
1547;BuratinoBS;Latvia;Tecnologia & Inovação; 2.019 ;0,002 ;0,002 ;0,000 ;0,000 ; 10.150.000,00 ; 85,71 ; 7.116,70 ; 3,66 ; 42,60 ; 3,69 ; 0,07 ; 0,46 ; 0,80 ; 0,90 ; 1,15 ; 0,93 ; 0,53 ; 80,60 ; 30.425,21 ; 15.695,12 ; 2,92 ; -   ; 0,62 ; 35,60 ; 11,13 ; 5,51 ; 35,90 ; 8,72 ; 0,87 
1550;CargoCoin;United Kingdom;Logística & Transporte; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 5.000.000,00 ; 87,38 ; 366.844,10 ; 5,55 ; 8,81 ; 2,35 ; 0,09 ; 0,39 ; 1,36 ; 1,46 ; 1,71 ; 1,68 ; 1,85 ; 83,30 ; 2.688.678,99 ; 40.622,69 ; 2,58 ; 138.421,20 ; 0,78 ; 32,60 ; 6,78 ; 0,73 ; 30,90 ; 4,33 ; 0,93 
1551;Celsius;United States;Finanças & Economia; 2.018 ;0,002 ;0,000 ;0,000 ;0,002 ; 50.000.000,00 ; 84,72 ; 4.819.365,10 ; 14,82 ; 9,92 ; 0,74 ; 0,04 ; 0,29 ; 1,01 ; 1,55 ; 1,63 ; 1,64 ; 1,38 ; 83,60 ; 19.477.400,00 ; 59.907,75 ; 2,13 ; 125.206,56 ; 1,00 ; 41,20 ; 11,65 ; 1,13 ; 44,00 ; 4,36 ; 0,93 
1552;Centive;British Virgin Islands;Social & Comunidade; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 9.100.000,00 ; -   ; -   ; -   ; 1,15 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
1553;CGCX;Singapore;Energia & Sustentabilidade; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 8.809.328,00 ; 87,04 ; 47.324,20 ; 8,43 ; 0,70 ; 0,27 ; 0,12 ; 1,62 ;-0,17 ; 2,21 ; 2,11 ; 1,82 ; 2,13 ; 85,40 ; 343.357,49 ; 61.164,90 ; 0,57 ; 371.487,40 ; 1,38 ; -   ; 9,18 ; 1,40 ; 19,10 ; 4,20 ; 0,94 
1557;Crypt ON;Cyprus;Finanças & Economia; 2.019 ;0,000 ;0,000 ;0,000 ;0,000 ; 3.750.450,00 ; 80,24 ; 7.361,20 ; 6,09 ; 10,94 ; 3,01 ; -   ; 0,54 ; 1,06 ; 0,92 ; 1,03 ; 0,88 ; 0,78 ; 72,30 ; 22.958,33 ; 26.697,01 ; 0,54 ; 330,46 ; 0,52 ; 31,40 ; 9,04 ; 31,39 ; 24,20 ; 11,05 ; 0,89 
1558;Crypterium;Estonia;Finanças & Economia; 2.017 ;0,000 ;0,000 ;0,000 ;0,000 ; 51.656.963,00 ; 88,59 ; 16.773,50 ; 12,73 ; 27,52 ; 2,87 ; -   ; 0,65 ; 1,21 ; 1,11 ; 1,64 ; 1,28 ; 1,24 ; 80,70 ; 26.905,55 ; 20.437,77 ; 3,41 ; 341,43 ; 13,88 ; 30,40 ; 12,77 ; 0,70 ; 48,50 ; 5,81 ; 0,89 
1559;Cryptoindex;Malta;Finanças & Economia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 11.037.891,00 ; 88,48 ; 1.521,20 ; 3,25 ; 7,27 ; 2,54 ; -   ; 1,25 ; 1,17 ; 1,00 ; 1,28 ; 1,14 ; 0,74 ; 64,80 ; 13.489,13 ; 28.823,35 ; 1,36 ; 829,29 ; 0,38 ; 29,20 ; 8,52 ; 4,07 ; 43,80 ; 4,00 ; 0,91 
1561;Cryptoprofile;Singapore;Governança & Legal; 2.019 ;0,000 ;0,000 ;0,000 ;0,000 ; 1.397.988,00 ; 87,04 ; 47.324,20 ; 8,43 ; 0,70 ; 0,27 ; 0,12 ; 1,62 ;-0,17 ; 2,21 ; 2,11 ; 1,82 ; 2,13 ; 85,40 ; 343.357,49 ; 61.164,90 ; 0,57 ; 371.487,40 ; 1,38 ; -   ; 9,18 ; 1,40 ; 19,10 ; 4,20 ; 0,94 
1567;DECOIN;Ukraine;Finanças & Economia; 2.018 ;0,006 ;0,000 ;0,004 ;0,002 ; 5.000.000,00 ; 79,69 ; 174.938,30 ; 3,90 ; 6,48 ; 0,16 ; 0,03 ;-1,87 ; 0,01 ;-0,49 ;-0,27 ;-0,74 ;-0,81 ; 65,40 ; 111.327,14 ; 2.638,33 ; -   ; 18.808,45 ; 26,62 ; 26,00 ; 11,90 ; 54,54 ; 52,30 ; 9,50 ; 0,78 
