id;name;país;category; Ano ;ESG;E;S;G; Raised ; EPI ; CO2_E ; CO2_pc ; E_RNEW ; EnvironmentalTaxesgdp ; WUI ; PolStab ; VoiceandAccountability ; GovernmentEffectiveness ; RegulatoryQuality ; RuleofLaw ; ControlofCorruption ; Easeofdoingbusiness ; GDPUSD ; GDPpc ; Consumerprice ; Reservas ; Exchanderate ; Giniindex ; Bankcapital ; nonperformingloans ; Payingtax ; Unemployment ; IDH 
4276;Ripio Credit Network;Cayman Islands;Finanças & Economia; 2.017 ;0,000 ;0,000 ;0,000 ;0,000 ; 37.000.000,00 ; -   ; -   ; -   ; 0,01 ; -   ; -   ; 1,19 ; 0,49 ; 1,22 ; 0,75 ; 0,77 ; 0,52 ; -   ; -   ; 81.255,11 ; -   ; -   ; 0,83 ; -   ; -   ; -   ; -   ; -   ; -   
4277;RuCoin;Russian Federation;Social & Comunidade; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 1.168.995,00 ; 83,52 ; 1.594.550,30 ; 11,04 ; 3,25 ; -   ; 0,15 ;-0,64 ;-1,09 ;-0,15 ;-0,51 ;-0,83 ;-0,89 ; 75,30 ; 1.573.771,79 ; 10.720,33 ; 3,68 ; 432.742,20 ; 58,31 ; 37,20 ; 10,51 ; 10,00 ; 47,40 ; 5,21 ; 0,84 
4279;SandCoin;Russian Federation;Logística & Transporte; 2.017 ;0,000 ;0,000 ;0,000 ;0,000 ; 1.291.380,00 ; 83,52 ; 1.594.550,30 ; 11,04 ; 3,25 ; -   ; 0,15 ;-0,64 ;-1,09 ;-0,15 ;-0,51 ;-0,83 ;-0,89 ; 75,30 ; 1.573.771,79 ; 10.720,33 ; 3,68 ; 432.742,20 ; 58,31 ; 37,20 ; 10,51 ; 10,00 ; 47,40 ; 5,21 ; 0,84 
4280;savedroid;Germany;Finanças & Economia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 4.345.948,00 ; 84,26 ; 732.204,20 ; 8,86 ; 15,22 ; 1,62 ; 0,13 ; 0,59 ; 1,43 ; 1,65 ; 1,78 ; 1,60 ; 1,84 ; 79,60 ; 3.697.221,31 ; 44.652,59 ; 1,45 ; 64.443,26 ; 1,73 ; 31,90 ; 6,33 ; 1,50 ; 48,90 ; 3,75 ; 0,94 
4288;SocialMedia.Market;Ukraine;Entretenimento & Mídia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 8.484.606,00 ; 79,69 ; 174.938,30 ; 3,90 ; 6,48 ; 0,16 ; 0,03 ;-1,87 ; 0,01 ;-0,49 ;-0,27 ;-0,74 ;-0,81 ; 65,40 ; 111.327,14 ; 2.638,33 ; -   ; 18.808,45 ; 26,62 ; 26,00 ; 11,90 ; 54,54 ; 52,30 ; 9,50 ; 0,78 
4293;Staramba;Germany;Tecnologia & Inovação; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 21.794.958,00 ; 84,26 ; 732.204,20 ; 8,86 ; 15,22 ; 1,62 ; 0,13 ; 0,59 ; 1,43 ; 1,65 ; 1,78 ; 1,60 ; 1,84 ; 79,60 ; 3.697.221,31 ; 44.652,59 ; 1,45 ; 64.443,26 ; 1,73 ; 31,90 ; 6,33 ; 1,50 ; 48,90 ; 3,75 ; 0,94 
4294;Stash;Australia;Finanças & Economia; 2.017 ;0,000 ;0,000 ;0,000 ;0,000 ; 695.370,00 ; 87,22 ; 397.149,40 ; 16,15 ; 9,65 ; 1,77 ; 0,08 ; 0,90 ; 1,38 ; 1,53 ; 1,93 ; 1,68 ; 1,79 ; 80,20 ; 1.381.786,47 ; 53.934,15 ; -   ; 63.704,15 ; 1,30 ; -   ; 6,92 ; 0,86 ; 47,60 ; 5,59 ; 0,94 
4297;STK;Canada;Finanças & Economia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 17.000.000,00 ; 85,06 ; 568.175,90 ; 15,55 ; 22,35 ; 1,33 ; 0,07 ; 1,10 ; 1,48 ; 1,85 ; 1,88 ; 1,79 ; 1,92 ; 79,50 ; 1.650.650,96 ; 45.129,43 ; 1,61 ; 86.677,67 ; 1,30 ; 33,30 ; 5,22 ; 0,45 ; 21,00 ; 6,34 ; 0,93 
4308;TEND;Switzerland;Saúde & Bem-Estar; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 4.155.000,00 ; 86,93 ; 38.699,00 ; 4,58 ; 24,99 ; 1,41 ; 0,03 ; 1,26 ; 1,56 ; 2,05 ; 1,88 ; 1,92 ; 1,98 ; 76,40 ; 695.787,24 ; 82.254,38 ; 0,53 ; 769.367,66 ; 0,98 ; 32,70 ; 8,02 ; 0,64 ; 28,80 ; 4,80 ; 0,96 
4311;Thor;United States;Tecnologia & Inovação; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 2.010.000,00 ; 84,72 ; 4.819.365,10 ; 14,82 ; 9,92 ; 0,74 ; 0,04 ; 0,29 ; 1,01 ; 1,55 ; 1,63 ; 1,64 ; 1,38 ; 83,60 ; 19.477.400,00 ; 59.907,75 ; 2,13 ; 125.206,56 ; 1,00 ; 41,20 ; 11,65 ; 1,13 ; 44,00 ; 4,36 ; 0,93 
4312;Thrive;Malta;Saúde & Bem-Estar; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 26.032.000,00 ; 88,48 ; 1.521,20 ; 3,25 ; 7,27 ; 2,54 ; -   ; 1,25 ; 1,17 ; 1,00 ; 1,28 ; 1,14 ; 0,74 ; 64,80 ; 13.489,13 ; 28.823,35 ; 1,36 ; 829,29 ; 0,38 ; 29,20 ; 8,52 ; 4,07 ; 43,80 ; 4,00 ; 0,91 
4313;TokenPay;British Virgin Islands;Finanças & Economia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 24.243.811,00 ; -   ; -   ; -   ; 1,15 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
4315;TradeOne;United Kingdom;Finanças & Economia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 3.000.000,00 ; 87,38 ; 366.844,10 ; 5,55 ; 8,81 ; 2,35 ; 0,09 ; 0,39 ; 1,36 ; 1,46 ; 1,71 ; 1,68 ; 1,85 ; 83,30 ; 2.688.678,99 ; 40.622,69 ; 2,58 ; 138.421,20 ; 0,78 ; 32,60 ; 6,78 ; 0,73 ; 30,90 ; 4,33 ; 0,93 
4326;VANM;Germany;Finanças & Economia; 2.019 ;0,000 ;0,000 ;0,000 ;0,000 ; 961,00 ; 84,26 ; 732.204,20 ; 8,86 ; 15,22 ; 1,62 ; 0,13 ; 0,59 ; 1,43 ; 1,65 ; 1,78 ; 1,60 ; 1,84 ; 79,60 ; 3.697.221,31 ; 44.652,59 ; 1,45 ; 64.443,26 ; 1,73 ; 31,90 ; 6,33 ; 1,50 ; 48,90 ; 3,75 ; 0,94 
4327;VenjoCoin;United Kingdom;Finanças & Economia; 2.019 ;0,000 ;0,000 ;0,000 ;0,000 ; 250.000,00 ; 87,38 ; 366.844,10 ; 5,55 ; 8,81 ; 2,35 ; 0,09 ; 0,39 ; 1,36 ; 1,46 ; 1,71 ; 1,68 ; 1,85 ; 83,30 ; 2.688.678,99 ; 40.622,69 ; 2,58 ; 138.421,20 ; 0,78 ; 32,60 ; 6,78 ; 0,73 ; 30,90 ; 4,33 ; 0,93 
4328;Vertix;Switzerland;Finanças & Economia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 1.315.541,00 ; 86,93 ; 38.699,00 ; 4,58 ; 24,99 ; 1,41 ; 0,03 ; 1,26 ; 1,56 ; 2,05 ; 1,88 ; 1,92 ; 1,98 ; 76,40 ; 695.787,24 ; 82.254,38 ; 0,53 ; 769.367,66 ; 0,98 ; 32,70 ; 8,02 ; 0,64 ; 28,80 ; 4,80 ; 0,96 
4329;VETRI;Switzerland;Saúde & Bem-Estar; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 10.730.000,00 ; 86,93 ; 38.699,00 ; 4,58 ; 24,99 ; 1,41 ; 0,03 ; 1,26 ; 1,56 ; 2,05 ; 1,88 ; 1,92 ; 1,98 ; 76,40 ; 695.787,24 ; 82.254,38 ; 0,53 ; 769.367,66 ; 0,98 ; 32,70 ; 8,02 ; 0,64 ; 28,80 ; 4,80 ; 0,96 
4331;VICECOIN;United Kingdom;Finanças & Economia; 2.018 ;0,002 ;0,000 ;0,002 ;0,000 ; 5.000.000,00 ; 87,38 ; 366.844,10 ; 5,55 ; 8,81 ; 2,35 ; 0,09 ; 0,39 ; 1,36 ; 1,46 ; 1,71 ; 1,68 ; 1,85 ; 83,30 ; 2.688.678,99 ; 40.622,69 ; 2,58 ; 138.421,20 ; 0,78 ; 32,60 ; 6,78 ; 0,73 ; 30,90 ; 4,33 ; 0,93 
4333;VocoNetwork;Israel;Finanças & Economia; 2.019 ;0,000 ;0,000 ;0,000 ;0,000 ; 3.524.057,00 ; 78,14 ; 65.906,30 ; 7,56 ; 3,89 ; 2,67 ; 0,02 ;-0,89 ; 0,70 ; 1,38 ; 1,27 ; 1,02 ; 0,82 ; 74,20 ; 358.474,07 ; 41.114,78 ; 0,25 ; 113.009,53 ; 3,60 ; 38,20 ; 7,40 ; 1,29 ; 28,10 ; 4,22 ; 0,92 
4335;winkPark;Poland;Logística & Transporte; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 5.000.000,00 ; 81,26 ; 312.769,90 ; 8,24 ; 11,13 ; 2,51 ; 0,10 ; 0,52 ; 0,78 ; 0,58 ; 0,82 ; 0,42 ; 0,73 ; 77,70 ; 528.235,01 ; 13.815,50 ; 2,01 ; 113.278,90 ; 3,78 ; 29,70 ; 10,02 ; 3,94 ; 40,40 ; 4,89 ; 0,88 
4338;WorldCore;Czech Republic;Finanças & Economia; 2.017 ;0,000 ;0,000 ;0,000 ;0,000 ; 25.000.000,00 ; 84,67 ; 103.549,90 ; 9,77 ; 14,46 ; 2,40 ; 0,10 ; 1,00 ; 0,88 ; 1,06 ; 1,23 ; 1,12 ; 0,60 ; 76,40 ; 220.064,71 ; 20.636,20 ; 2,47 ; 147.973,78 ; 23,37 ; 24,90 ; 6,48 ; 3,74 ; 46,10 ; -   ; 0,89 
4344;Zipper;Hong Kong SAR, China;Finanças & Economia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 3.200.000,00 ; 65,10 ; -   ; -   ; 0,20 ; -   ; 0,11 ; 0,83 ; 0,43 ; 1,90 ; 2,16 ; 1,71 ; 1,61 ; 84,80 ; 341.223,61 ; 46.160,43 ; 1,48 ; 431.370,00 ; 7,79 ; -   ; 9,83 ; 0,67 ; 22,90 ; 3,12 ; -   
4347;0chain;United States;Tecnologia & Inovação; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 39.000.000,00 ; 84,72 ; 4.819.365,10 ; 14,82 ; 9,92 ; 0,74 ; 0,04 ; 0,29 ; 1,01 ; 1,55 ; 1,63 ; 1,64 ; 1,38 ; 83,60 ; 19.477.400,00 ; 59.907,75 ; 2,13 ; 125.206,56 ; 1,00 ; 41,20 ; 11,65 ; 1,13 ; 44,00 ; 4,36 ; 0,93 
4348;0x;United States;Finanças & Economia; 2.017 ;0,000 ;0,000 ;0,000 ;0,000 ; 24.000.000,00 ; 84,72 ; 4.819.365,10 ; 14,82 ; 9,92 ; 0,74 ; 0,04 ; 0,29 ; 1,01 ; 1,55 ; 1,63 ; 1,64 ; 1,38 ; 83,60 ; 19.477.400,00 ; 59.907,75 ; 2,13 ; 125.206,56 ; 1,00 ; 41,20 ; 11,65 ; 1,13 ; 44,00 ; 4,36 ; 0,93 
4350;AICoin;Singapore;Tecnologia & Inovação; 2.017 ;0,000 ;0,000 ;0,000 ;0,000 ; 3.000.000,00 ; 87,04 ; 47.324,20 ; 8,43 ; 0,70 ; 0,27 ; 0,12 ; 1,62 ;-0,17 ; 2,21 ; 2,11 ; 1,82 ; 2,13 ; 85,40 ; 343.357,49 ; 61.164,90 ; 0,57 ; 371.487,40 ; 1,38 ; -   ; 9,18 ; 1,40 ; 19,10 ; 4,20 ; 0,94 
4351;AIDA;Estonia;Tecnologia & Inovação; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 2.304.106,00 ; 88,59 ; 16.773,50 ; 12,73 ; 27,52 ; 2,87 ; -   ; 0,65 ; 1,21 ; 1,11 ; 1,64 ; 1,28 ; 1,24 ; 80,70 ; 26.905,55 ; 20.437,77 ; 3,41 ; 341,43 ; 13,88 ; 30,40 ; 12,77 ; 0,70 ; 48,50 ; 5,81 ; 0,89 
4354;AllForMiner;Czech Republic;Finanças & Economia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 553.600,00 ; 84,67 ; 103.549,90 ; 9,77 ; 14,46 ; 2,40 ; 0,10 ; 1,00 ; 0,88 ; 1,06 ; 1,23 ; 1,12 ; 0,60 ; 76,40 ; 220.064,71 ; 20.636,20 ; 2,47 ; 147.973,78 ; 23,37 ; 24,90 ; 6,48 ; 3,74 ; 46,10 ; -   ; 0,89 
4355;Amorito;Romania;Social & Comunidade; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 1.500.000,00 ; 83,24 ; 74.208,10 ; 3,79 ; 23,35 ; 1,96 ; 0,03 ; 0,06 ; 0,60 ;-0,06 ; 0,45 ; 0,46 ;-0,12 ; 72,90 ; 209.840,65 ; 10.727,97 ; 1,35 ; 9.504,37 ; 4,05 ; 36,00 ; 8,89 ; 6,41 ; 40,00 ; 4,93 ; 0,83 
4356;ARBITRAGING;Singapore;Finanças & Economia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 6.000.000,00 ; 87,04 ; 47.324,20 ; 8,43 ; 0,70 ; 0,27 ; 0,12 ; 1,62 ;-0,17 ; 2,21 ; 2,11 ; 1,82 ; 2,13 ; 85,40 ; 343.357,49 ; 61.164,90 ; 0,57 ; 371.487,40 ; 1,38 ; -   ; 9,18 ; 1,40 ; 19,10 ; 4,20 ; 0,94 
4361;Avalon;United States;Tecnologia & Inovação; 2.017 ;0,000 ;0,000 ;0,000 ;0,000 ; 253.154,00 ; 84,72 ; 4.819.365,10 ; 14,82 ; 9,92 ; 0,74 ; 0,04 ; 0,29 ; 1,01 ; 1,55 ; 1,63 ; 1,64 ; 1,38 ; 83,60 ; 19.477.400,00 ; 59.907,75 ; 2,13 ; 125.206,56 ; 1,00 ; 41,20 ; 11,65 ; 1,13 ; 44,00 ; 4,36 ; 0,93 
4362;AZ FundChain;British Virgin Islands;Finanças & Economia; 2.019 ;0,000 ;0,000 ;0,000 ;0,000 ; 490.000,00 ; -   ; -   ; -   ; 1,15 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
4363;BABB;United Kingdom;Finanças & Economia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 20.000.000,00 ; 87,38 ; 366.844,10 ; 5,55 ; 8,81 ; 2,35 ; 0,09 ; 0,39 ; 1,36 ; 1,46 ; 1,71 ; 1,68 ; 1,85 ; 83,30 ; 2.688.678,99 ; 40.622,69 ; 2,58 ; 138.421,20 ; 0,78 ; 32,60 ; 6,78 ; 0,73 ; 30,90 ; 4,33 ; 0,93 
4369;BitBounce;United States;Social & Comunidade; 2.019 ;0,000 ;0,000 ;0,000 ;0,000 ; 11.330.707,00 ; 84,72 ; 4.819.365,10 ; 14,82 ; 9,92 ; 0,74 ; 0,04 ; 0,29 ; 1,01 ; 1,55 ; 1,63 ; 1,64 ; 1,38 ; 83,60 ; 19.477.400,00 ; 59.907,75 ; 2,13 ; 125.206,56 ; 1,00 ; 41,20 ; 11,65 ; 1,13 ; 44,00 ; 4,36 ; 0,93 
4374;Bitshares Media;Indonesia;Entretenimento & Mídia; 2.019 ;0,000 ;0,000 ;0,000 ;0,000 ; 2.600.000,00 ; 65,85 ; 515.395,70 ; 1,95 ; 24,88 ; -   ; 0,03 ;-0,50 ; 0,13 ; 0,01 ; 0,04 ;-0,33 ;-0,28 ; 64,70 ; 1.015.254,62 ; 3.839,79 ; 3,81 ; 130.196,38 ; 13.380,33 ; 38,80 ; 15,22 ; 2,56 ; 30,60 ; 3,78 ; 0,71 
4377;Blockstack;United States;Tecnologia & Inovação; 2.019 ;0,000 ;0,000 ;0,000 ;0,000 ; 52.000.000,00 ; 84,72 ; 4.819.365,10 ; 14,82 ; 9,92 ; 0,74 ; 0,04 ; 0,29 ; 1,01 ; 1,55 ; 1,63 ; 1,64 ; 1,38 ; 83,60 ; 19.477.400,00 ; 59.907,75 ; 2,13 ; 125.206,56 ; 1,00 ; 41,20 ; 11,65 ; 1,13 ; 44,00 ; 4,36 ; 0,93 
4384;Charg Coin;United States;Energia & Sustentabilidade; 2.017 ;0,000 ;0,000 ;0,000 ;0,000 ; 150.000,00 ; 84,72 ; 4.819.365,10 ; 14,82 ; 9,92 ; 0,74 ; 0,04 ; 0,29 ; 1,01 ; 1,55 ; 1,63 ; 1,64 ; 1,38 ; 83,60 ; 19.477.400,00 ; 59.907,75 ; 2,13 ; 125.206,56 ; 1,00 ; 41,20 ; 11,65 ; 1,13 ; 44,00 ; 4,36 ; 0,93 
4392;CrowdCoinage;Estonia;Finanças & Economia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 8.915.000,00 ; 88,59 ; 16.773,50 ; 12,73 ; 27,52 ; 2,87 ; -   ; 0,65 ; 1,21 ; 1,11 ; 1,64 ; 1,28 ; 1,24 ; 80,70 ; 26.905,55 ; 20.437,77 ; 3,41 ; 341,43 ; 13,88 ; 30,40 ; 12,77 ; 0,70 ; 48,50 ; 5,81 ; 0,89 
4394;CryptoKami;Japan;Tecnologia & Inovação; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 11.968.000,00 ; 80,59 ; 1.150.835,00 ; 9,06 ; 6,92 ; 1,33 ; 0,03 ; 1,11 ; 1,00 ; 1,61 ; 1,37 ; 1,56 ; 1,52 ; 77,90 ; 4.933.750,46 ; 38.834,05 ; 0,48 ; 1.233.454,96 ; 112,11 ; -   ; 5,41 ; 1,19 ; 48,80 ; 2,82 ; 0,92 
4397;DAEX;China;Finanças & Economia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 1.037.304,00 ; 65,10 ; 10.089.273,20 ; 7,23 ; 13,14 ; 0,67 ; 0,04 ;-0,23 ;-1,50 ; 0,44 ;-0,16 ;-0,24 ;-0,27 ; 64,60 ; 12.298.675,29 ; 8.817,05 ; 1,52 ; 3.161.814,43 ; 6,76 ; 39,10 ; 8,56 ; 1,74 ; 68,20 ; 4,47 ; 0,76 
4398;Dank Signals;Canada;Entretenimento & Mídia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 3.428.658,00 ; 85,06 ; 568.175,90 ; 15,55 ; 22,35 ; 1,33 ; 0,07 ; 1,10 ; 1,48 ; 1,85 ; 1,88 ; 1,79 ; 1,92 ; 79,50 ; 1.650.650,96 ; 45.129,43 ; 1,61 ; 86.677,67 ; 1,30 ; 33,30 ; 5,22 ; 0,45 ; 21,00 ; 6,34 ; 0,93 
4400;Debitum Network;Lithuania;Finanças & Economia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 16.574.400,00 ; 85,49 ; 11.222,20 ; 3,97 ; 33,78 ; 2,06 ; 0,01 ; 0,78 ; 0,99 ; 0,96 ; 1,15 ; 0,99 ; 0,55 ; 79,20 ; 47.769,77 ; 16.885,41 ; 3,72 ; 4.461,70 ; 3,06 ; 37,30 ; 9,39 ; 3,18 ; 42,60 ; 7,07 ; 0,88 
4402;DeCoin;Ukraine;Finanças & Economia; 2.018 ;0,006 ;0,000 ;0,006 ;0,000 ; 5.000.000,00 ; 79,69 ; 174.938,30 ; 3,90 ; 6,48 ; 0,16 ; 0,03 ;-1,87 ; 0,01 ;-0,49 ;-0,27 ;-0,74 ;-0,81 ; 65,40 ; 111.327,14 ; 2.638,33 ; -   ; 18.808,45 ; 26,62 ; 26,00 ; 11,90 ; 54,54 ; 52,30 ; 9,50 ; 0,78 
4407;Dragonchain;United States;Tecnologia & Inovação; 2.017 ;0,000 ;0,000 ;0,000 ;0,000 ; 13.700.000,00 ; 84,72 ; 4.819.365,10 ; 14,82 ; 9,92 ; 0,74 ; 0,04 ; 0,29 ; 1,01 ; 1,55 ; 1,63 ; 1,64 ; 1,38 ; 83,60 ; 19.477.400,00 ; 59.907,75 ; 2,13 ; 125.206,56 ; 1,00 ; 41,20 ; 11,65 ; 1,13 ; 44,00 ; 4,36 ; 0,93 
4417;Fameone;Switzerland;Entretenimento & Mídia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 19.550,00 ; 86,93 ; 38.699,00 ; 4,58 ; 24,99 ; 1,41 ; 0,03 ; 1,26 ; 1,56 ; 2,05 ; 1,88 ; 1,92 ; 1,98 ; 76,40 ; 695.787,24 ; 82.254,38 ; 0,53 ; 769.367,66 ; 0,98 ; 32,70 ; 8,02 ; 0,64 ; 28,80 ; 4,80 ; 0,96 
4420;Fortitude Ranch;United States;Finanças & Economia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 250.000,00 ; 84,72 ; 4.819.365,10 ; 14,82 ; 9,92 ; 0,74 ; 0,04 ; 0,29 ; 1,01 ; 1,55 ; 1,63 ; 1,64 ; 1,38 ; 83,60 ; 19.477.400,00 ; 59.907,75 ; 2,13 ; 125.206,56 ; 1,00 ; 41,20 ; 11,65 ; 1,13 ; 44,00 ; 4,36 ; 0,93 
4426;GenieICO;Singapore;Finanças & Economia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 555.000,00 ; 87,04 ; 47.324,20 ; 8,43 ; 0,70 ; 0,27 ; 0,12 ; 1,62 ;-0,17 ; 2,21 ; 2,11 ; 1,82 ; 2,13 ; 85,40 ; 343.357,49 ; 61.164,90 ; 0,57 ; 371.487,40 ; 1,38 ; -   ; 9,18 ; 1,40 ; 19,10 ; 4,20 ; 0,94 
4427;GIG9;United Kingdom;Tecnologia & Inovação; 2.019 ;0,000 ;0,000 ;0,000 ;0,000 ; 340.000,00 ; 87,38 ; 366.844,10 ; 5,55 ; 8,81 ; 2,35 ; 0,09 ; 0,39 ; 1,36 ; 1,46 ; 1,71 ; 1,68 ; 1,85 ; 83,30 ; 2.688.678,99 ; 40.622,69 ; 2,58 ; 138.421,20 ; 0,78 ; 32,60 ; 6,78 ; 0,73 ; 30,90 ; 4,33 ; 0,93 
4429;Gold Bits Coin;Australia;Finanças & Economia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 50.000.000,00 ; 87,22 ; 397.149,40 ; 16,15 ; 9,65 ; 1,77 ; 0,08 ; 0,90 ; 1,38 ; 1,53 ; 1,93 ; 1,68 ; 1,79 ; 80,20 ; 1.381.786,47 ; 53.934,15 ; -   ; 63.704,15 ; 1,30 ; -   ; 6,92 ; 0,86 ; 47,60 ; 5,59 ; 0,94 
4432;Greenhashes;India;Energia & Sustentabilidade; 2.018 ;0,012 ;0,010 ;0,020 ;0,000 ; 300.000,00 ; 53,58 ; 2.308.804,40 ; 1,70 ; 32,57 ; -   ; 0,02 ;-0,76 ; 0,39 ; 0,07 ;-0,24 ;-0,01 ;-0,27 ; 55,90 ; 2.554.683,87 ; 1.957,97 ; 3,32 ; 409.072,00 ; 65,11 ; 35,90 ; 7,39 ; 9,98 ; 56,20 ; 7,73 ; 0,64 
4438;HIGHER;United States;Finanças & Economia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 1.254,00 ; 84,72 ; 4.819.365,10 ; 14,82 ; 9,92 ; 0,74 ; 0,04 ; 0,29 ; 1,01 ; 1,55 ; 1,63 ; 1,64 ; 1,38 ; 83,60 ; 19.477.400,00 ; 59.907,75 ; 2,13 ; 125.206,56 ; 1,00 ; 41,20 ; 11,65 ; 1,13 ; 44,00 ; 4,36 ; 0,93 
4442;HYCON;Korea, Rep.;Tecnologia & Inovação; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 3.648.100,00 ; 70,61 ; 626.178,40 ; 12,19 ; 2,84 ; -   ; 0,30 ; 0,39 ; 0,76 ; 1,07 ; 1,10 ; 1,16 ; 0,48 ; 84,00 ; 1.623.747,86 ; 31.616,84 ; 1,94 ; 389.266,70 ; 1.130,91 ; -   ; 7,99 ; 0,35 ; 33,10 ; 3,65 ; 0,92 
4443;IcoBasis;Russian Federation;Finanças & Economia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 12.000.000,00 ; 83,52 ; 1.594.550,30 ; 11,04 ; 3,25 ; -   ; 0,15 ;-0,64 ;-1,09 ;-0,15 ;-0,51 ;-0,83 ;-0,89 ; 75,30 ; 1.573.771,79 ; 10.720,33 ; 3,68 ; 432.742,20 ; 58,31 ; 37,20 ; 10,51 ; 10,00 ; 47,40 ; 5,21 ; 0,84 
4445;ignite RATINGS;Gibraltar;Tecnologia & Inovação; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 3.068.488,00 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
4446;IMDEX;Singapore;Saúde & Bem-Estar; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 1.124.000,00 ; 87,04 ; 47.324,20 ; 8,43 ; 0,70 ; 0,27 ; 0,12 ; 1,62 ;-0,17 ; 2,21 ; 2,11 ; 1,82 ; 2,13 ; 85,40 ; 343.357,49 ; 61.164,90 ; 0,57 ; 371.487,40 ; 1,38 ; -   ; 9,18 ; 1,40 ; 19,10 ; 4,20 ; 0,94 
4451;Katalyst Coin;Singapore;Energia & Sustentabilidade; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 280.000,00 ; 87,04 ; 47.324,20 ; 8,43 ; 0,70 ; 0,27 ; 0,12 ; 1,62 ;-0,17 ; 2,21 ; 2,11 ; 1,82 ; 2,13 ; 85,40 ; 343.357,49 ; 61.164,90 ; 0,57 ; 371.487,40 ; 1,38 ; -   ; 9,18 ; 1,40 ; 19,10 ; 4,20 ; 0,94 
4453;KitToken;Singapore;Finanças & Economia; 2.018 ;0,012;0,000 ;0,009;0,004; 117.447.182,00 ; 87,04 ; 47.324,20 ; 8,43 ; 0,70 ; 0,27 ; 0,12 ; 1,62 ;-0,17 ; 2,21 ; 2,11 ; 1,82 ; 2,13 ; 85,40 ; 343.357,49 ; 61.164,90 ; 0,57 ; 371.487,40 ; 1,38 ; -   ; 9,18 ; 1,40 ; 19,10 ; 4,20 ; 0,94 
4457;Lendingblock;United Kingdom;Finanças & Economia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 10.000.000,00 ; 87,38 ; 366.844,10 ; 5,55 ; 8,81 ; 2,35 ; 0,09 ; 0,39 ; 1,36 ; 1,46 ; 1,71 ; 1,68 ; 1,85 ; 83,30 ; 2.688.678,99 ; 40.622,69 ; 2,58 ; 138.421,20 ; 0,78 ; 32,60 ; 6,78 ; 0,73 ; 30,90 ; 4,33 ; 0,93 
4458;Lendroid;Singapore;Finanças & Economia; 2.018 ;0,000 ;0,000 ;0,000 ;0,000 ; 4.045.650,00 ; 87,04 ; 47.324,20 ; 8,43 ; 0,70 ; 0,27 ; 0,12 ; 1,62 ;-0,17 ; 2,21 ; 2,11 ; 1,82 ; 2,13 ; 85,40 ; 343.357,49 ; 61.164,90 ; 0,57 ; 371.487,40 ; 1,38 ; -   ; 9,18 ; 1,40 ; 19,10 ; 4,20 ; 0,94 
